Time,HR,BR,Posture,Activity,Stress
09:41:51.427,76,12.8,166,0.02,0.337367313103142
09:41:52.427,75,12.2,166,0.01,0.336526182105799
09:41:53.427,74,12.2,166,0.02,0.335553051841201
09:41:54.427,71,11.9,168,0.03,0.334452660733226
09:41:55.427,72,11.9,167,0.03,0.333233129744794
09:41:56.427,71,11.6,168,0.02,0.331905929677617
09:41:57.427,71,11.6,167,0.03,0.330482964878782
09:41:58.427,73,11.3,167,0.01,0.328976525306153
09:41:59.427,74,11.3,166,0.02,0.327399237041047
09:42:00.427,75,11.4,166,0.01,0.325764011447459
09:42:01.427,74,11.4,167,0.07,0.324083993182556
09:42:02.427,73,11.7,168,0.07,0.322372507267785
09:42:03.427,72,11.7,168,0.02,0.320643005433711
09:42:04.427,77,12.1,168,0.02,0.31890696202524
09:42:05.427,80,12.1,168,0.05,0.317173827798475
09:42:06.427,82,12.7,167,0.04,0.315453041795273
09:42:07.427,83,12.7,165,0.09,0.313753993335553
09:42:08.427,83,13.5,165,0.02,0.312085984209818
09:42:09.427,80,13.5,165,0.01,0.31045819122413
09:42:10.427,79,14.2,163,0.02,0.308879629248345
09:42:11.427,78,14.2,163,0.01,0.307359114916423
09:42:12.427,75,14.6,163,0.01,0.305905231124945
09:42:13.427,74,14.6,163,0.01,0.30452604639995
09:42:14.427,72,14.6,163,0.01,0.303229082407824
09:42:15.427,70,14.6,165,0.01,0.302021529741082
09:42:16.427,69,14.4,165,0.01,0.300910218964386
09:42:17.427,68,14.4,163,0.02,0.299901593110279
09:42:18.427,68,14.2,165,0.01,0.299001681735359
09:42:19.427,69,14.2,163,0.01,0.298216076641389
09:42:20.427,69,13.6,163,0.01,0.29754990935908
09:42:21.427,70,13.6,163,0.01,0.297007830485232
09:42:22.427,71,12.9,163,0.01,0.296593990956421
09:42:23.427,69,12.9,163,0.01,0.296312025334639
09:42:24.427,66,12.5,163,0.01,0.296165037172201
09:42:25.427,64,12.5,163,0.01,0.296155586514832
09:42:26.427,65,12.2,163,0.01,0.296288385581435
09:42:27.427,65,12.2,163,0.01,0.296570279789649
09:42:28.427,65,11.8,163,0.01,0.297007514203599
09:42:29.427,66,11.8,163,0.01,0.29760570838723
09:42:30.427,68,11.9,163,0.02,0.298369833776303
09:42:31.427,70,11.9,163,0.01,0.299304193660178
09:42:32.427,72,11.9,163,0.01,0.300412979956244
09:42:33.427,76,11.9,162,0.04,0.301700256330546
09:42:34.427,78,12.2,162,0.02,0.303169367732577
09:42:35.427,76,12.2,162,0.03,0.304822926926356
09:42:36.427,72,12.5,162,0.03,0.30666280396974
09:42:37.427,69,12.5,163,0.02,0.308690118684367
09:42:38.427,66,12.7,163,0.02,0.310905236146529
09:42:39.427,65,12.7,163,0.01,0.313307765217136
09:42:40.427,64,12.9,165,0.01,0.315896560116697
09:42:41.427,66,12.9,165,0.01,0.31866972503897
09:42:42.427,70,13.1,165,0.01,0.321623309667186
09:42:43.427,73,13.1,166,0.01,0.324751325080585
09:42:44.427,76,13.0,166,0.01,0.328047079987199
09:42:45.427,75,13.0,166,0.01,0.331503207667322
09:42:46.427,73,12.9,166,0.01,0.335111695636692
09:42:47.427,71,12.9,165,0.01,0.33886391790994
09:42:48.427,68,12.8,165,0.01,0.34275066973438
09:42:49.427,64,12.8,166,0.01,0.346762204654309
09:42:50.427,62,12.5,165,0.02,0.350888273756538
09:42:51.427,64,12.5,165,0.07,0.35511816693915
09:42:52.427,67,12.4,165,0.06,0.359440756037301
09:42:53.427,66,12.4,165,0.02,0.363844539632413
09:42:54.427,66,12.1,165,0.02,0.368317689364321
09:42:55.427,65,12.1,163,0.09,0.372848097559916
09:42:56.427,66,11.8,163,0.04,0.377423425986459
09:42:57.427,66,11.8,162,0.02,0.382031155533298
09:42:58.427,64,11.5,162,0.01,0.386661834755825
09:42:59.427,64,11.5,162,0.01,0.391309117933107
09:43:00.427,64,11.3,162,0.01,0.395966592485946
09:43:01.427,63,11.3,162,0.01,0.400627804798069
09:43:02.427,65,11.0,162,0.01,0.40528628620257
09:43:03.427,65,11.0,162,0.01,0.409935579028941
09:43:04.427,66,10.8,162,0.01,0.414569262605836
09:43:05.427,67,10.8,162,0.01,0.419180979114846
09:43:06.427,66,10.7,162,0.01,0.423764459191194
09:43:07.427,66,10.7,163,0.01,0.42831354716825
09:43:08.427,66,10.5,163,0.01,0.432822225864228
09:43:09.427,65,10.5,163,0.02,0.437284640811257
09:43:10.427,65,10.4,163,0.01,0.441695123829254
09:43:11.427,66,10.4,162,0.01,0.446048215849685
09:43:12.427,65,9.9,163,0.01,0.450338688897306
09:43:13.427,61,9.9,163,0.01,0.454561567141377
09:43:14.427,59,9.8,163,0.01,0.458712146931574
09:43:15.427,59,9.8,163,0.01,0.462786015737931
09:43:16.427,60,9.8,163,0.01,0.466779069918537
09:43:17.427,60,9.8,163,0.01,0.470687531243459
09:43:18.427,60,9.7,163,0.01,0.474507962108332
09:43:19.427,62,9.7,163,0.01,0.47823727937639
09:43:20.427,64,9.9,163,0.01,0.48187276679316
09:43:21.427,66,9.9,163,0.01,0.485412085923863
09:43:22.427,65,10.4,163,0.01,0.488853285569468
09:43:23.427,64,10.4,163,0.01,0.492194809623479
09:43:24.427,64,11.2,163,0.01,0.495435503337826
09:43:25.427,63,11.2,163,0.01,0.498574617972631
09:43:26.427,62,11.5,163,0.01,0.501611813811119
09:43:27.427,62,11.5,163,0.01,0.504547161527532
09:43:28.427,63,11.9,163,0.01,0.507381141902558
09:43:29.427,63,11.9,163,0.01,0.510114643887387
09:43:30.427,64,12.2,163,0.01,0.512748961024226
09:43:31.427,65,12.2,163,0.01,0.515285786237658
09:43:32.427,67,12.8,163,0.01,0.517727205017832
09:43:33.427,66,12.8,163,0.01,0.52007568702293
09:43:34.427,65,13.0,163,0.01,0.522331206030185
09:43:35.427,66,13.0,163,0.01,0.524491240041473
09:43:36.427,66,13.5,163,0.01,0.526553651543046
09:43:37.427,68,13.5,163,0.01,0.528516696112547
09:43:38.427,69,14.2,163,0.01,0.530379029443186
09:43:39.427,67,14.2,163,0.01,0.532139712756784
09:43:40.427,67,14.6,163,0.01,0.533798216583904
09:43:41.427,67,14.6,163,0.01,0.53535442289584
09:43:42.427,65,14.9,163,0.01,0.536808625579871
09:43:43.427,66,14.9,163,0.01,0.538161529255887
09:43:44.427,66,15.2,163,0.01,0.539414246439129
09:43:45.427,66,15.2,163,0.01,0.540568293060482
09:43:46.427,67,15.5,163,0.01,0.541625582362364
09:43:47.427,69,15.5,163,0.01,0.542588417194763
09:43:48.427,71,15.8,163,0.02,0.543459480742483
09:43:49.427,75,15.8,163,0.02,0.544241825720897
09:43:50.427,76,16.3,163,0.01,0.544938862083748
09:43:51.427,73,16.3,163,0.01,0.545554343292462
09:43:52.427,70,16.4,162,0.01,0.546092351202287
09:43:53.427,68,16.4,163,0.02,0.546557279626103
09:43:54.427,66,16.6,163,0.01,0.546953816642085
09:43:55.427,65,16.6,163,0.01,0.547286925716472
09:43:56.427,66,16.4,163,0.01,0.547561825717435
09:43:57.427,67,16.4,162,0.01,0.547783969900539
09:43:58.427,69,16.3,163,0.01,0.547959023950409
09:43:59.427,71,16.3,163,0.01,0.548092843167017
09:44:00.427,71,16.2,162,0.01,0.548191448888452
09:44:01.427,72,16.2,162,0.01,0.548261004245123
09:44:02.427,70,16.1,163,0.01,0.548307789343002
09:44:03.427,68,16.1,162,0.01,0.548338175975859
09:44:04.427,69,15.7,162,0.01,0.548358601968293
09:44:05.427,71,15.7,162,0.01,0.548372839264719
09:44:06.427,74,15.6,162,0.01,0.548381978741078
09:44:07.427,80,15.6,162,0.01,0.548387131800434
09:44:08.427,83,15.5,163,0.01,0.548389425897745
09:44:09.427,83,15.5,163,0.01,0.54839
09:44:10.427,80,15.2,163,0.01,0.54839
09:44:11.427,77,15.2,163,0.01,0.54839
09:44:12.427,74,14.9,163,0.01,0.54839
09:44:13.427,68,14.9,163,0.01,0.54839
09:44:14.427,66,14.9,163,0.01,0.54839
09:44:15.427,65,14.9,163,0.01,0.54839
09:44:16.427,67,15.2,163,0.01,0.54839
09:44:17.427,68,15.2,163,0.01,0.54839
09:44:18.427,67,15.2,163,0.01,0.54839
09:44:19.427,66,15.2,163,0.01,0.54839
09:44:20.427,66,15.5,163,0.01,0.54839
09:44:21.427,65,15.5,163,0.01,0.54839
09:44:22.427,65,15.4,163,0.01,0.54839
09:44:23.427,67,15.4,163,0.04,0.54839
09:44:24.427,71,15.7,165,0.08,0.54839
09:44:25.427,75,15.7,165,0.05,0.54839
09:44:26.427,80,15.6,166,0.03,0.54839
09:44:27.427,83,15.6,166,0.01,0.54839
09:44:28.427,83,15.6,166,0.01,0.54839
09:44:29.427,78,15.6,166,0.01,0.54839
09:44:30.427,75,15.5,166,0.01,0.54839
09:44:31.427,73,15.5,166,0.01,0.54839
09:44:32.427,72,15.5,166,0.01,0.54839
09:44:33.427,72,15.5,166,0.01,0.54839
09:44:34.427,74,15.4,166,0.01,0.54839
09:44:35.427,75,15.4,166,0.01,0.54839
09:44:36.427,77,15.4,166,0.01,0.54839
09:44:37.427,76,15.4,166,0.01,0.54839
09:44:38.427,74,15.3,166,0.01,0.54839
09:44:39.427,74,15.3,166,0.01,0.54839
09:44:40.427,72,15.3,166,0.01,0.54839
09:44:41.427,71,15.3,166,0.01,0.54839
09:44:42.427,71,15.6,166,0.01,0.54839
09:44:43.427,70,15.6,166,0.01,0.54839
09:44:44.427,71,15.5,166,0.01,0.548392542075162
09:44:45.427,72,15.5,166,0.01,0.548402700139769
09:44:46.427,72,15.8,166,0.01,0.548425517441205
09:44:47.427,73,15.8,166,0.01,0.548465986252573
09:44:48.427,73,16.0,166,0.01,0.548529027770577
09:44:49.427,73,16.0,166,0.01,0.548619472299597
09:44:50.427,73,16.5,166,0.01,0.548742039801761
09:44:51.427,72,16.5,166,0.01,0.548901320891319
09:44:52.427,71,16.9,166,0.01,0.549101758349866
09:44:53.427,70,16.9,166,0.01,0.549347629236821
09:44:54.427,69,17.3,166,0.01,0.549643027667227
09:44:55.427,70,17.3,166,0.01,0.549991848326185
09:44:56.427,70,17.7,166,0.01,0.55039777078634
09:44:57.427,70,17.7,166,0.01,0.550864244691536
09:44:58.427,69,18.3,166,0.01,0.55139447586632
09:44:59.427,68,18.3,166,0.01,0.551991413407216
09:45:00.427,66,18.6,166,0.01,0.552657737807756
09:45:01.427,67,18.6,166,0.01,0.553395850165076
09:45:02.427,66,18.8,166,0.01,0.554207862511551
09:45:03.427,65,18.8,166,0.01,0.555095589310379
09:45:04.427,65,19.3,166,0.01,0.556060540149383
09:45:05.427,65,19.3,166,0.01,0.557103913662429
09:45:06.427,66,19.5,166,0.01,0.558226592702958
09:45:07.427,67,19.5,166,0.01,0.55942914078904
09:45:08.427,67,19.6,166,0.01,0.560711799834285
09:45:09.427,68,19.6,166,0.01,0.562074489173751
09:45:10.427,67,19.8,166,0.01,0.563516805888743
09:45:11.427,66,19.8,166,0.01,0.565038026429229
09:45:12.427,66,20.2,166,0.01,0.566637109527322
09:45:13.427,67,20.2,166,0.01,0.568312700390097
09:45:14.427,68,20.3,166,0.01,0.570063136154861
09:45:15.427,69,20.3,166,0.01,0.571886452584919
09:45:16.427,68,20.3,166,0.01,0.573780391978858
09:45:17.427,69,20.3,166,0.01,0.575742412261517
09:45:18.427,69,20.4,166,0.01,0.577769697220024
09:45:19.427,67,20.4,166,0.01,0.579859167843693
09:45:20.427,67,20.5,166,0.01,0.58200749472211
09:45:21.427,66,20.5,166,0.01,0.584211111451499
09:45:22.427,64,20.5,166,0.01,0.586466228995366
09:45:23.427,64,20.5,166,0.01,0.588768850941615
09:45:24.427,65,20.6,166,0.01,0.59111478959469
09:45:25.427,66,20.6,166,0.01,0.593499682837941
09:45:26.427,67,20.6,166,0.01,0.595919011698335
09:45:27.427,68,20.6,166,0.01,0.598368118542762
09:45:28.427,68,20.6,166,0.01,0.600842225832679
09:45:29.427,68,20.6,166,0.01,0.603336455361575
09:45:30.427,68,20.7,166,0.01,0.605845847897782
09:45:31.427,67,20.7,166,0.01,0.608365383153556
09:45:32.427,67,20.4,166,0.01,0.61089
09:45:33.427,68,20.4,166,0.01,0.613414616846443
09:45:34.427,67,20.5,166,0.01,0.615934152102217
09:45:35.427,68,20.5,166,0.01,0.618443544638425
09:45:36.427,68,20.5,166,0.01,0.620937774167321
09:45:37.427,68,20.5,166,0.01,0.623411881457238
09:45:38.427,69,20.6,166,0.01,0.625860988301665
09:45:39.427,70,20.6,166,0.01,0.628280317162059
09:45:40.427,70,20.6,166,0.01,0.63066521040531
09:45:41.427,71,20.6,166,0.01,0.633011149058384
09:45:42.427,71,20.6,166,0.01,0.635313771004634
09:45:43.427,69,20.6,166,0.01,0.637568888548501
09:45:44.427,69,20.7,166,0.01,0.63977250527789
09:45:45.427,68,20.7,166,0.01,0.641920832156307
09:45:46.427,68,20.7,166,0.01,0.644010302779975
09:45:47.427,69,20.7,166,0.01,0.646037587738482
09:45:48.427,68,20.7,166,0.01,0.647999608021142
09:45:49.427,68,20.7,166,0.01,0.649893547415081
09:45:50.427,70,20.7,166,0.01,0.651716863845139
09:45:51.427,70,20.7,166,0.01,0.653467299609903
09:45:52.427,71,20.8,166,0.01,0.655142890472677
09:45:53.427,71,20.8,166,0.01,0.656741973570771
09:45:54.427,69,20.8,166,0.01,0.658263194111257
09:45:55.427,68,20.8,166,0.01,0.659705510826249
09:45:56.427,69,20.8,166,0.01,0.661068200165714
09:45:57.427,67,20.8,166,0.01,0.66235085921096
09:45:58.427,66,20.5,166,0.01,0.663553407297041
09:45:59.427,65,20.5,166,0.01,0.66467608633757
09:46:00.427,65,20.6,166,0.01,0.665719459850617
09:46:01.427,66,20.6,166,0.01,0.66668441068962
09:46:02.427,68,20.3,166,0.01,0.667572137488448
09:46:03.427,69,20.3,166,0.01,0.668384149834923
09:46:04.427,69,20.1,166,0.01,0.669122262192244
09:46:05.427,69,20.1,166,0.01,0.669788586592783
09:46:06.427,67,20.2,166,0.01,0.670385524133679
09:46:07.427,66,20.2,166,0.01,0.670915755308463
09:46:08.427,66,20.0,166,0.01,0.671382229213659
09:46:09.427,66,20.0,166,0.01,0.671788151673814
09:46:10.427,66,19.8,166,0.01,0.672136972332773
09:46:11.427,68,19.8,166,0.01,0.672432370763178
09:46:12.427,68,19.9,166,0.01,0.672678241650134
09:46:13.427,66,19.9,166,0.01,0.67287867910868
09:46:14.427,66,19.7,166,0.01,0.673037960198239
09:46:15.427,67,19.7,166,0.01,0.673160527700402
09:46:16.427,67,19.5,166,0.01,0.673250972229422
09:46:17.427,67,19.5,166,0.01,0.673314013747426
09:46:18.427,68,19.7,166,0.01,0.673354482558794
09:46:19.427,66,19.7,166,0.01,0.673377299860231
09:46:20.427,66,19.5,166,0.01,0.673387457924838
09:46:21.427,67,19.5,166,0.01,0.67339
09:46:22.427,67,19.7,166,0.01,0.67339
09:46:23.427,66,19.7,166,0.01,0.67339
09:46:24.427,66,19.5,166,0.01,0.67339
09:46:25.427,67,19.5,166,0.01,0.67339
09:46:26.427,67,19.4,166,0.01,0.67339
09:46:27.427,67,19.4,166,0.01,0.67339
09:46:28.427,67,19.5,166,0.01,0.67339
09:46:29.427,66,19.5,166,0.01,0.67339
09:46:30.427,66,19.4,166,0.01,0.67339
09:46:31.427,67,19.4,166,0.01,0.67339
09:46:32.427,66,19.2,166,0.01,0.67339
09:46:33.427,66,19.2,166,0.01,0.67339
09:46:34.427,67,19.4,166,0.01,0.67339
09:46:35.427,66,19.4,166,0.01,0.67339
09:46:36.427,66,19.3,166,0.01,0.67339
09:46:37.427,66,19.3,166,0.01,0.67339
09:46:38.427,65,19.1,166,0.01,0.67339
09:46:39.427,66,19.1,166,0.01,0.67339
09:46:40.427,66,19.3,166,0.01,0.67339
09:46:41.427,66,19.3,166,0.01,0.67339
09:46:42.427,67,19.2,166,0.01,0.67339
09:46:43.427,68,19.2,166,0.01,0.67339
09:46:44.427,68,19.4,166,0.01,0.67339
09:46:45.427,69,19.4,166,0.01,0.67339
09:46:46.427,68,19.5,166,0.01,0.67339
09:46:47.427,67,19.5,166,0.01,0.67339
09:46:48.427,69,19.7,166,0.01,0.67339
09:46:49.427,69,19.7,166,0.01,0.67339
09:46:50.427,68,19.8,166,0.02,0.67339
09:46:51.427,71,19.8,165,0.02,0.67339
09:46:52.427,76,19.9,165,0.01,0.67339
09:46:53.427,79,19.9,166,0.01,0.67339
09:46:54.427,79,20.0,166,0.01,0.67339
09:46:55.427,75,20.0,166,0.01,0.67339
09:46:56.427,71,20.1,166,0.01,0.67339
09:46:57.427,68,20.1,166,0.01,0.67339
09:46:58.427,66,19.9,166,0.01,0.67339
09:46:59.427,64,19.9,166,0.01,0.67339
09:47:00.427,64,19.7,167,0.01,0.67339
09:47:01.427,67,19.7,166,0.01,0.67339
09:47:02.427,69,19.8,167,0.01,0.67339
09:47:03.427,70,19.8,167,0.01,0.67339
09:47:04.427,70,19.7,167,0.01,0.67339
09:47:05.427,69,19.7,166,0.01,0.673393608119801
09:47:06.427,69,19.5,167,0.01,0.673408026070383
09:47:07.427,67,19.5,167,0.00,0.673440412035349
09:47:08.427,66,19.1,166,0.01,0.673497851847453
09:47:09.427,66,19.1,166,0.01,0.673587330456447
09:47:10.427,66,19.0,167,0.02,0.673715703803157
09:47:11.427,65,19.0,167,0.01,0.673889671213027
09:47:12.427,66,18.6,166,0.01,0.674115748420303
09:47:13.427,67,18.6,166,0.01,0.674400241331465
09:47:14.427,67,18.2,167,0.01,0.674749220633575
09:47:15.427,66,18.2,166,0.01,0.675168497349755
09:47:16.427,66,18.2,167,0.01,0.675663599440254
09:47:17.427,65,18.2,167,0.01,0.6762397495433
09:47:18.427,63,18.2,166,0.01,0.676901843945379
09:47:19.427,64,18.2,166,0.01,0.677655088721012
09:47:20.427,65,18.2,167,0.01,0.678504978769727
09:47:21.427,66,18.2,167,0.01,0.679456619834647
09:47:22.427,67,17.9,166,0.01,0.680514707943467
09:47:23.427,68,17.9,166,0.01,0.681683510499205
09:47:24.427,67,17.9,166,0.01,0.682966849096876
09:47:25.427,67,17.9,166,0.01,0.684368084135282
09:47:26.427,69,17.9,166,0.01,0.685890101285866
09:47:27.427,67,17.9,166,0.01,0.687535299873136
09:47:28.427,66,17.9,166,0.01,0.689305583213431
09:47:29.427,66,17.9,166,0.01,0.691202350950936
09:47:30.427,66,17.9,167,0.01,0.693226493421811
09:47:31.427,66,17.9,166,0.01,0.695378388069121
09:47:32.427,67,18.2,167,0.01,0.697657897923007
09:47:33.427,67,18.2,167,0.01,0.700064372152211
09:47:34.427,65,18.2,166,0.01,0.70259664868475
09:47:35.427,66,18.2,167,0.01,0.705253058887164
09:47:36.427,66,18.2,167,0.01,0.70803143428352
09:47:37.427,66,18.2,166,0.01,0.710929115287092
09:47:38.427,66,18.5,166,0.01,0.713942961909585
09:47:39.427,67,18.5,167,0.01,0.717069366404755
09:47:40.427,67,18.4,167,0.01,0.720304267795531
09:47:41.427,70,18.4,166,0.01,0.723643168226137
09:47:42.427,70,18.7,166,0.01,0.727081151073371
09:47:43.427,69,18.7,166,0.01,0.730612900744108
09:47:44.427,69,18.6,166,0.01,0.734232724079319
09:47:45.427,69,18.6,166,0.01,0.737934573278415
09:47:46.427,68,18.6,167,0.01,0.741712070251601
09:47:47.427,69,18.6,166,0.01,0.745558532302198
09:47:48.427,71,18.8,166,0.01,0.749464293047331
09:47:49.427,71,18.8,167,0.01,0.753416741341044
09:47:50.427,71,18.7,166,0.01,0.757403078043099
09:47:51.427,73,18.7,166,0.01,0.761410367556602
09:47:52.427,73,18.7,166,0.01,0.765425589915079
09:47:53.427,72,18.7,166,0.01,0.769435693209291
09:47:54.427,71,18.9,166,0.01,0.773427646142662
09:47:55.427,69,18.9,166,0.01,0.777388490503716
09:47:56.427,69,18.8,166,0.01,0.781305393344216
09:47:57.427,69,18.8,166,0.01,0.785165698652921
09:47:58.427,69,18.7,167,0.01,0.788956978316872
09:47:59.427,70,18.7,167,0.01,0.792667082165023
09:48:00.427,72,18.7,166,0.01,0.796281972846902
09:48:01.427,73,18.7,166,0.01,0.799785782356071
09:48:02.427,73,18.6,166,0.01,0.803163089970768
09:48:03.427,72,18.6,166,0.01,0.806398984347714
09:48:04.427,72,18.5,166,0.01,0.809479123564825
09:48:05.427,72,18.5,166,0.01,0.812389792871075
09:48:06.427,69,18.5,166,0.01,0.815117959910955
09:48:07.427,68,18.5,166,0.01,0.81765132720117
09:48:08.427,68,18.5,166,0.01,0.819978381648261
09:48:09.427,67,18.5,166,0.01,0.822088440907775
09:48:10.427,67,18.4,166,0.01,0.82397169639829
09:48:11.427,67,18.4,166,0.01,0.825619252797114
09:48:12.427,68,18.4,167,0.01,0.827023163858608
09:48:13.427,68,18.4,166,0.01,0.828176464410914
09:48:14.427,68,18.0,166,0.01,0.829073198402241
09:48:15.427,68,18.0,166,0.01,0.829708442883789
09:48:16.427,67,18.0,167,0.01,0.83007832783272
09:48:17.427,66,18.0,166,0.01,0.830180051735379
09:48:18.427,67,17.7,166,0.01,0.830008366704696
09:48:19.427,68,17.7,166,0.01,0.829555599611585
09:48:20.427,68,17.8,166,0.01,0.828815209145216
09:48:21.427,67,17.8,166,0.01,0.827781812152567
09:48:22.427,67,17.8,166,0.01,0.826451205314485
09:48:23.427,67,17.8,166,0.01,0.824820382070965
09:48:24.427,67,17.8,166,0.01,0.822887544727509
09:48:25.427,68,17.8,166,0.01,0.820652111693802
09:48:26.427,70,17.8,166,0.01,0.818114719825577
09:48:27.427,71,17.8,166,0.01,0.815277221860219
09:48:28.427,74,17.8,166,0.01,0.812142678956444
09:48:29.427,73,17.8,166,0.01,0.808715348368097
09:48:30.427,70,17.8,166,0.01,0.805000666301689
09:48:31.427,68,17.8,166,0.01,0.801005226026716
09:48:32.427,65,17.9,166,0.01,0.796736751326886
09:48:33.427,63,17.9,166,0.01,0.792204065399173
09:48:34.427,64,17.9,166,0.01,0.787417055325912
09:48:35.427,65,17.9,166,0.01,0.78238663226301
09:48:36.427,68,17.9,166,0.01,0.777124687504573
09:48:37.427,71,17.9,166,0.01,0.77164404460086
09:48:38.427,72,18.2,166,0.01,0.765958407722374
09:48:39.427,71,18.2,166,0.01,0.760082306478001
09:48:40.427,71,18.2,166,0.01,0.754031037409407
09:48:41.427,70,18.2,166,0.01,0.747820602397261
09:48:42.427,69,18.2,166,0.01,0.741467644227312
09:48:43.427,70,18.2,166,0.01,0.734989379575759
09:48:44.427,70,18.4,166,0.01,0.728399921563977
09:48:45.427,70,18.4,166,0.01,0.721710222929957
09:48:46.427,71,18.4,166,0.01,0.714931640045295
09:48:47.427,71,18.4,166,0.01,0.708075887187093
09:48:48.427,72,18.4,166,0.01,0.701154989368701
09:48:49.427,75,18.4,166,0.01,0.694181233919229
09:48:50.427,76,18.6,166,0.01,0.687167121006815
09:48:51.427,77,18.6,166,0.01,0.680127363437629
09:48:52.427,79,18.6,166,0.01,0.673078827412602
09:48:53.427,78,18.6,166,0.01,0.666038414480408
09:48:54.427,77,18.8,166,0.01,0.659022993480891
09:48:55.427,80,18.8,166,0.01,0.652049332620205
09:48:56.427,82,19.0,166,0.01,0.645134031951163
09:48:57.427,80,19.0,166,0.01,0.638293456530686
09:48:58.427,80,19.2,166,0.01,0.631543014668097
09:48:59.427,79,19.2,166,0.01,0.624897095881307
09:49:00.427,77,19.4,166,0.01,0.618369668810686
09:49:01.427,78,19.4,166,0.01,0.611974224972289
09:49:02.427,78,19.5,166,0.01,0.605723724432274
09:49:03.427,76,19.5,166,0.01,0.599630543621294
09:49:04.427,77,19.4,166,0.01,0.59370642549898
09:49:05.427,77,19.4,166,0.01,0.587962432269182
09:49:06.427,76,19.6,166,0.01,0.582408900836386
09:49:07.427,75,19.6,166,0.01,0.57705540118264
09:49:08.427,74,19.7,166,0.01,0.571910697832619
09:49:09.427,73,19.7,166,0.01,0.566982714561978
09:49:10.427,73,19.5,166,0.01,0.562278502491101
09:49:11.427,76,19.5,166,0.01,0.557804211692727
09:49:12.427,76,19.7,166,0.01,0.553565066427784
09:49:13.427,75,19.7,166,0.01,0.549565344109127
09:49:14.427,76,19.8,166,0.01,0.54580835807791
09:49:15.427,76,19.8,166,0.01,0.54229644426193
09:49:16.427,75,19.6,166,0.01,0.53903095176967
09:49:17.427,75,19.6,166,0.01,0.536012237457916
09:49:18.427,74,19.5,166,0.01,0.533239664494818
09:49:19.427,72,19.5,166,0.01,0.530711604924189
09:49:20.427,72,19.3,166,0.01,0.528425446220714
09:49:21.427,73,19.3,166,0.01,0.526377601809657
09:49:22.427,74,19.2,166,0.01,0.524563525508744
09:49:23.427,76,19.2,166,0.01,0.522977729834025
09:49:24.427,77,19.4,166,0.01,0.521613808096039
09:49:25.427,77,19.4,166,0.01,0.520464460197291
09:49:26.427,78,19.2,166,0.01,0.519521522027169
09:49:27.427,78,19.2,166,0.01,0.518778704324102
09:49:28.427,77,19.1,166,0.01,0.518231618000197
09:49:29.427,77,19.1,166,0.01,0.51787508582638
09:49:30.427,78,19.3,166,0.01,0.51770316327927
09:49:31.427,78,19.3,166,0.01,0.517709162477676
09:49:32.427,79,19.5,166,0.01,0.517885679112333
09:49:33.427,78,19.5,166,0.01,0.518224622260444
09:49:34.427,76,19.3,166,0.01,0.518717246964971
09:49:35.427,77,19.3,166,0.01,0.519354189447486
09:49:36.427,77,19.5,166,0.01,0.520125504812809
09:49:37.427,79,19.5,166,0.01,0.521020707093585
09:49:38.427,81,19.6,166,0.01,0.522028811473575
09:49:39.427,81,19.6,166,0.01,0.523140592565418
09:49:40.427,84,19.8,166,0.01,0.52434862155801
09:49:41.427,88,19.8,166,0.01,0.525645082083921
09:49:42.427,89,19.9,166,0.01,0.527021801693145
09:49:43.427,88,19.9,166,0.01,0.528470284760679
09:49:44.427,86,20.0,166,0.01,0.529981746695397
09:49:45.427,83,20.0,166,0.01,0.531547149312507
09:49:46.427,79,20.1,166,0.01,0.533158631301142
09:49:47.427,78,20.1,166,0.01,0.534809539879091
09:49:48.427,78,20.2,166,0.01,0.536493063507182
09:49:49.427,79,20.2,166,0.01,0.538202259316947
09:49:50.427,80,20.0,166,0.02,0.539930081067103
09:49:51.427,83,20.0,166,0.01,0.541669407516282
09:49:52.427,84,19.8,166,0.01,0.543413071097749
09:49:53.427,83,19.8,166,0.04,0.545153886780671
09:49:54.427,84,19.6,167,0.05,0.546884681001696
09:49:55.427,80,19.6,168,0.03,0.548598320550363
09:49:56.427,75,19.2,168,0.03,0.550287741292022
09:49:57.427,74,19.2,167,0.06,0.551949502775907
09:49:58.427,75,18.8,166,0.04,0.553583802088623
09:49:59.427,77,18.8,166,0.03,0.555190946897243
09:50:00.427,77,18.4,166,0.01,0.556771354210445
09:50:01.427,75,18.4,166,0.01,0.558325548699364
09:50:02.427,74,17.8,166,0.01,0.559854160584926
09:50:03.427,74,17.8,166,0.01,0.561357923100173
09:50:04.427,72,17.2,166,0.00,0.56283766953779
09:50:05.427,70,17.2,166,0.01,0.56429432989473
09:50:06.427,68,16.7,166,0.01,0.565728927127445
09:50:07.427,68,16.7,166,0.01,0.567142573032802
09:50:08.427,67,16.2,166,0.01,0.568536463771268
09:50:09.427,67,16.2,166,0.01,0.569911875050393
09:50:10.427,67,15.8,166,0.01,0.571270156987991
09:50:11.427,67,15.8,166,0.01,0.572612728675686
09:50:12.427,66,15.4,166,0.01,0.573941072464735
09:50:13.427,67,15.4,166,0.01,0.575256727997119
09:50:14.427,68,15.4,166,0.01,0.576561286005953
09:50:15.427,68,15.4,166,0.01,0.577856381910162
09:50:16.427,67,15.4,166,0.01,0.579143689229224
09:50:17.427,68,15.4,165,0.01,0.580424912844504
